epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,1.3242701292037964,0.7876737117767334,0.08614236116409302,0.2778799831867218
1,0.0010000000474974513,0.4222794771194458,0.5157322883605957,0.012743118219077587,0.0921473503112793
2,0.0010000000474974513,0.2881242334842682,0.42543357610702515,0.01750296913087368,0.11215013265609741
3,0.0010000000474974513,0.23223547637462616,0.3823343515396118,0.007454535458236933,0.06657328456640244
4,0.0010000000474974513,0.19764183461666107,0.35270726680755615,0.0069102025590837,0.06525019556283951
5,0.0010000000474974513,0.16057176887989044,0.31775128841400146,0.008134018629789352,0.07242017239332199
6,0.0010000000474974513,0.12548531591892242,0.2806808352470398,0.009404310956597328,0.07725103944540024
7,0.0010000000474974513,0.09456974267959595,0.2432672083377838,0.005792098585516214,0.059290241450071335
8,0.0010000000474974513,0.0685950517654419,0.20702745020389557,0.0061936816200613976,0.06143992021679878
9,0.0010000000474974513,0.047567375004291534,0.17188528180122375,0.005449750926345587,0.05712465941905975
10,0.0010000000474974513,0.031616732478141785,0.13944147527217865,0.007175769191235304,0.06656769663095474
11,0.0010000000474974513,0.020257610827684402,0.11089985817670822,0.006774000357836485,0.06336788833141327
12,0.0010000000474974513,0.012829354032874107,0.08722522109746933,0.007105881813913584,0.06468405574560165
13,0.0010000000474974513,0.008544494397938251,0.07034873962402344,0.006868115160614252,0.06359339505434036
14,0.0010000000474974513,0.006460190750658512,0.06040959060192108,0.00674867257475853,0.06334368139505386
15,0.0010000000474974513,0.00569209223613143,0.05584156885743141,0.007362303789705038,0.06706862896680832
16,0.0010000000474974513,0.005180049687623978,0.05345442146062851,0.006807551719248295,0.06442169845104218
17,0.0010000000474974513,0.004980119410902262,0.052359018474817276,0.007517311722040176,0.06822481751441956
18,0.0010000000474974513,0.004937564954161644,0.05175503343343735,0.008079489693045616,0.07124931365251541
19,0.0010000000474974513,0.004732330329716206,0.050942081958055496,0.007491798140108585,0.0684058666229248
20,0.0010000000474974513,0.004810327664017677,0.05094463378190994,0.007964557968080044,0.07129121571779251
21,0.0010000000474974513,0.004659975413233042,0.0503867045044899,0.008208159357309341,0.07324742525815964
22,0.0010000000474974513,0.004622923210263252,0.0500844344496727,0.008052480407059193,0.07213294506072998
23,0.0010000000474974513,0.004613648634403944,0.04988616332411766,0.008959244936704636,0.077302485704422
24,0.0010000000474974513,0.004481771029531956,0.04944890737533569,0.009330177679657936,0.07964978367090225
25,0.0010000000474974513,0.0044361138716340065,0.04921995848417282,0.009358694776892662,0.0787893757224083
26,0.0010000000474974513,0.004476267844438553,0.049180250614881516,0.009639164432883263,0.08108954131603241
